gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000187125,5.216484089723526e-05,0.125,1069,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas artemidis,t__,0.010364839307223095,0.0010786666985487317,0.0922150697087476
G000466425,5.216484089723526e-05,0.10416666666666667,3424,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 863,t__,0.010364839307223095,0.0010786666985487317,0.0922150697087476
G000705255,5.216484089723526e-05,0.16666666666666666,4254,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter mucosalis,t__,0.010364839307223095,0.0010786666985487317,0.0922150697087476
G000213975,5.216484089723526e-05,0.10416666666666667,1253,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Centipeda,s__Centipeda periodontii,t__,0.010364839307223095,0.0010786666985487317,0.0922150697087476
G000380065,5.216484089723526e-05,0.125,2534,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus massiliensis,t__,0.010364839307223095,0.0010786666985487317,0.0922150697087476
G000982825,5.216484089723526e-05,0.10416666666666667,5313,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Cronobacter,s__Cronobacter sakazakii,t__,0.010364839307223095,0.0010786666985487317,0.0922150697087476
G900106785,5.216484089723526e-05,0.10416666666666667,10215,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotellamassilia,s__Prevotellamassilia timonensis,t__,0.010364839307223095,0.0010786666985487317,0.0922150697087476
G000194925,5.868544600938968e-05,0.125,1135,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria bacilliformis,t__,0.011653885320245028,0.001332824468182496,0.09434796701173664
G001022195,5.868544600938968e-05,0.125,5851,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella oxytoca,t__,0.011653885320245028,0.001332824468182496,0.09434796701173664
G000293175,5.868544600938968e-05,0.125,1800,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. CM59,t__,0.011653885320245028,0.001332824468182496,0.09434796701173664
G000746645,5.868544600938968e-05,0.10416666666666667,4602,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii,t__,0.011653885320245028,0.001332824468182496,0.09434796701173664
G000308635,5.868544600938968e-05,0.10416666666666667,1939,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia otitidiscaviarum,t__,0.011653885320245028,0.001332824468182496,0.09434796701173664
G000565015,6.520605112154408e-05,0.10416666666666667,3837,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas catoniae,t__,0.012941477755932573,0.0016076659446034383,0.09645748887380767
G001876005,6.520605112154408e-05,0.16666666666666666,9547,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium diphtheriae,t__,0.012941477755932573,0.0016076659446034383,0.09645748887380767
G000177375,6.520605112154408e-05,0.125,987,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia extructa,t__,0.012941477755932573,0.0016076659446034383,0.09645748887380767
G000614065,6.520605112154408e-05,0.16666666666666666,3944,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella dentasini,t__,0.012941477755932573,0.0016076659446034383,0.09645748887380767
G000466165,6.520605112154408e-05,0.10416666666666667,3421,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinobaculum,s__Actinobaculum sp. oral taxon 183,t__,0.012941477755932573,0.0016076659446034383,0.09645748887380767
G000195995,6.520605112154408e-05,0.125,1156,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Salmonella,s__Salmonella enterica,t__Salmonella enterica subsp. enterica,0.012941477755932573,0.0016076659446034383,0.09645748887380767
G000159115,6.520605112154408e-05,0.125,812,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium accolens,t__,0.012941477755932573,0.0016076659446034383,0.09645748887380767
G000192225,6.520605112154408e-05,0.125,1111,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 338,t__,0.012941477755932573,0.0016076659446034383,0.09645748887380767
G000170715,6.520605112154408e-05,0.125,913,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Beggiatoa,s__Beggiatoa sp. PS,t__,0.012941477755932573,0.0016076659446034383,0.09645748887380767
G000156575,7.172665623369848e-05,0.14583333333333334,778,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus lactolyticus,t__,0.014227617801252923,0.0019019287841027313,0.09854489983669504
G000648515,7.172665623369848e-05,0.125,4076,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter freundii,t__,0.014227617801252923,0.0019019287841027313,0.09854489983669504
G001457795,7.824726134585289e-05,0.10416666666666667,6795,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella sp. SIT9,t__,0.015512306643202578,0.0022144701527227334,0.10061134493243619
G000008925,7.824726134585289e-05,0.10416666666666667,69,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus salivarius,t__,0.015512306643202578,0.0022144701527227334,0.10061134493243619
G000016565,7.824726134585289e-05,0.10416666666666667,288,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas mendocina,t__,0.015512306643202578,0.0022144701527227334,0.10061134493243619
G000429225,8.476786645800731e-05,0.125,3103,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces dentalis,t__,0.016795545468719975,0.0025442513948695997,0.10265786501459723
G000277715,8.476786645800731e-05,0.10416666666666667,1719,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Pseudopropionibacterium,s__Pseudopropionibacterium propionicum,t__,0.016795545468719975,0.0025442513948695997,0.10265786501459723
G000688375,9.12884715701617e-05,0.16666666666666666,4142,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. HUN102,t__,0.018077335464854793,0.00289032514555828,0.10468540964634154
G001276545,9.12884715701617e-05,0.14583333333333334,6110,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus influenzae,t__,0.018077335464854793,0.00289032514555828,0.10468540964634154
G000190695,9.12884715701617e-05,0.125,1100,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__Kingella denitrificans,t__,0.018077335464854793,0.00289032514555828,0.10468540964634154
G001007605,9.780907668231612e-05,0.14583333333333334,5799,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus influenzae,t__,0.01935767781864839,0.0032518244260391,0.10669484800458168
G000467935,9.780907668231612e-05,0.125,3435,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__,s__Peptostreptococcaceae bacterium oral taxon 113,t__,0.01935767781864839,0.0032518244260391,0.10669484800458168
G000269805,9.780907668231612e-05,0.125,1678,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces massiliensis,t__,0.01935767781864839,0.0032518244260391,0.10669484800458168
G000694955,9.780907668231612e-05,0.14583333333333334,4171,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Lelliottia,s__Lelliottia amnigena,t__,0.01935767781864839,0.0032518244260391,0.10669484800458168
G000235445,0.00010432968179447051,0.22916666666666666,1432,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Johnsonella,s__Johnsonella ignava,t__,0.020636573717189632,0.0036279533618547993,0.10868697816202572
G000160555,0.00010432968179447051,0.14583333333333334,831,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas noxia,t__,0.020636573717189632,0.0036279533618547993,0.10868697816202572
G000968335,0.00010432968179447051,0.125,5191,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus influenzae,t__,0.020636573717189632,0.0036279533618547993,0.10868697816202572
G000007565,0.00010432968179447051,0.125,28,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas putida,t__,0.020636573717189632,0.0036279533618547993,0.10868697816202572
G000271925,0.00010432968179447051,0.125,1700,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 412,t__,0.020636573717189632,0.0036279533618547993,0.10868697816202572
G000185505,0.00010432968179447051,0.125,1049,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Pseudoramibacter,s__Pseudoramibacter alactolyticus,t__,0.020636573717189632,0.0036279533618547993,0.10868697816202572
G000027305,0.00011085028690662493,0.16666666666666666,559,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus influenzae,t__,0.02191402434749734,0.0040179792373973705,0.11066253503240282
G001639025,0.00011085028690662493,0.14583333333333334,7562,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium afermentans,t__Corynebacterium afermentans subsp. afermentans,0.02191402434749734,0.0040179792373973705,0.11066253503240282
G000160075,0.00011085028690662493,0.14583333333333334,824,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Abiotrophia,s__Abiotrophia defectiva,t__,0.02191402434749734,0.0040179792373973705,0.11066253503240282
G000160535,0.00011085028690662493,0.16666666666666666,830,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella bergensis,t__,0.02191402434749734,0.0040179792373973705,0.11066253503240282
G000186425,0.00011085028690662493,0.125,1064,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia,s__Lautropia mirabilis,t__,0.02191402434749734,0.0040179792373973705,0.11066253503240282
G000333455,0.00011085028690662493,0.22916666666666666,2182,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas sp. B29,t__,0.02191402434749734,0.0040179792373973705,0.11066253503240282
G000447775,0.00011737089201877935,0.22916666666666666,3389,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,g__Bacteriovorax,s__Bacteriovorax sp. DB6_IX,t__,0.023190030896689473,0.004421225658961185,0.1126221972077234
G000758925,0.00012389149713093375,0.20833333333333334,4685,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. S7-1-8,t__,0.024464594551893315,0.0048370666426544445,0.11456659287020116
G000711965,0.00012389149713093375,0.14583333333333334,4301,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces israelii,t__,0.024464594551893315,0.0048370666426544445,0.11456659287020116
G000340375,0.00012389149713093375,0.125,2232,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Eggerthia,s__Eggerthia catenaformis,t__,0.024464594551893315,0.0048370666426544445,0.11456659287020116
G000218235,0.00013041210224308815,0.16666666666666666,1290,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella multisaccharivorax,t__,0.025737716500157548,0.005264921478624819,0.11649630492786495
G001536045,0.00013041210224308815,0.125,7083,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptonium,s__Candidatus Kryptonium thompsoni,t__,0.025737716500157548,0.005264921478624819,0.11649630492786495
G000209465,0.00013041210224308815,0.2708333333333333,1217,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae bacterium oral taxon 500,t__,0.025737716500157548,0.005264921478624819,0.11649630492786495
G000023285,0.00013041210224308815,0.14583333333333334,453,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga ochracea,t__,0.025737716500157548,0.005264921478624819,0.11649630492786495
G001028525,0.00013693270735524256,0.20833333333333334,5868,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema endosymbiont of Eucomonympha sp.,t__,0.027009397928620116,0.005704250250508774,0.11841187549541997
G000318255,0.00014345331246739697,0.1875,2076,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 380,t__,0.028279640024420294,0.006154549910508178,0.1203138098190086
G000412995,0.00014345331246739697,0.125,2777,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema vincentii,t__,0.028279640024420294,0.006154549910508178,0.1203138098190086
G000238795,0.00014345331246739697,0.16666666666666666,1471,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus sputorum,t__,0.028279640024420294,0.006154549910508178,0.1203138098190086
G000949895,0.0001499739175795514,0.125,5085,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium arsenijevicii,t__,0.029548443974611538,0.006615350828107151,0.12220257972733203
G000443975,0.0001499739175795514,0.125,3364,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.029548443974611538,0.006615350828107151,0.12220257972733203
G000378725,0.0001499739175795514,0.125,2491,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus lacrimalis,t__,0.029548443974611538,0.006615350828107151,0.12220257972733203
G000438335,0.0001499739175795514,0.1875,3346,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister sp. CAG:588,t__,0.029548443974611538,0.006615350828107151,0.12220257972733203
G000242335,0.00015649452269170578,0.22916666666666666,1499,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella dentalis,t__,0.03081581096632724,0.0070862137444159465,0.12407862667761324
G000183565,0.0001630151278038602,0.14583333333333334,1028,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus harei,t__,0.032081742186664375,0.0075667270751294535,0.1259423644524233
G001746855,0.0001630151278038602,0.1875,7851,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces hongkongensis,t__,0.032081742186664375,0.0075667270751294535,0.1259423644524233
G001262055,0.0001630151278038602,0.1875,6057,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces meyeri,t__,0.032081742186664375,0.0075667270751294535,0.1259423644524233
G001262035,0.000176056338028169,0.1875,6056,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__Aggregatibacter aphrophilus,t__,0.03460930206156687,0.008555182900907725,0.1296344433475117
G001438885,0.000176056338028169,0.20833333333333334,6718,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium rimae,t__,0.03460930206156687,0.008555182900907725,0.1296344433475117
G000614105,0.000176056338028169,0.2708333333333333,3945,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella micans,t__,0.03460930206156687,0.008555182900907725,0.1296344433475117
G000525775,0.0001825769431403234,0.14583333333333334,3792,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__Mogibacterium,s__Mogibacterium timidum,t__,0.03587093309023848,0.009062420307728823,0.1314634939524031
G000430525,0.0001825769431403234,0.2916666666666667,3141,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella corporis,t__,0.03587093309023848,0.009062420307728823,0.1314634939524031
G000510425,0.00018909754825247784,0.1875,3668,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] nodatum,t__,0.0371311330958195,0.009577894334641728,0.13328165796901464
G000466245,0.00019561815336463224,0.1875,3422,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces johnsonii,t__,0.03838990326527303,0.010101300570659805,0.13508924200635092
G000221605,0.00019561815336463224,0.1875,1330,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella sp. oral taxon 780,t__,0.03838990326527303,0.010101300570659805,0.13508924200635092
G000314675,0.00020213875847678665,0.14583333333333334,2011,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia broomeae,t__,0.03964724478562087,0.010632351210434723,0.13688653606788698
G000183685,0.00020865936358894103,0.14583333333333334,1031,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus hominis,t__Staphylococcus hominis subsp. hominis,0.04090315884385798,0.011170773804674641,0.1386738148009915
G000174015,0.00022170057381324987,0.16666666666666666,950,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium rimae,t__,0.04341070932157731,0.012268715159737709,0.14221935477028044
G000762865,0.00022170057381324987,0.2916666666666667,4723,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. S7 MS 2,t__,0.04341070932157731,0.012268715159737709,0.14221935477028044
G001514435,0.00022822117892540427,0.2708333333333333,7050,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus,t__,0.04466234811486125,0.012827756138968124,0.14397809818386292
G000185385,0.00022822117892540427,0.2708333333333333,1045,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__Lachnoanaerobaculum saburreum,t__,0.04466234811486125,0.012827756138968124,0.14397809818386292
G900113395,0.00022822117892540427,0.16666666666666666,10359,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.04466234811486125,0.012827756138968124,0.14397809818386292
G000464455,0.0002347417840375587,0.16666666666666666,3418,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. socranskii,0.04591256419357592,0.013393211728338655,0.1457277924048349
G000385925,0.0002347417840375587,0.2708333333333333,2653,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus cristatus,t__,0.04591256419357592,0.013393211728338655,0.1457277924048349
G000614205,0.00024126238914971309,0.20833333333333334,3947,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella saccharolytica,t__,0.047161358744457704,0.013964871233037121,0.14746865032560663
G000455445,0.0002477829942618675,0.3541666666666667,3405,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella timonensis,t__,0.0484087329542785,0.014542533894030638,0.14920087490287492
G000234115,0.0002477829942618675,0.2708333333333333,1425,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella rava,t__,0.0484087329542785,0.014542533894030638,0.14920087490287492
G000763765,0.0002477829942618675,0.2708333333333333,4733,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia dentocariosa,t__,0.0484087329542785,0.014542533894030638,0.14920087490287492
G000253395,0.0002477829942618675,0.2708333333333333,1603,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus,t__,0.0484087329542785,0.014542533894030638,0.14920087490287492
G001813205,0.0002477829942618675,0.1875,9020,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. HMSC064B08,t__,0.0484087329542785,0.014542533894030638,0.14920087490287492
G000378745,0.0002543035993740219,0.2916666666666667,2492,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella amnii,t__,0.04965468800976769,0.01512600823957616,0.15092465980596798
